Name,Type,Species,Height,Weight,Abilities,Catch rate,Base Friendship,Base Exp.,Growth Rate,Gender,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed
Sandaconda,Ground,Sand Snake Pokémon,3.8,65.5,1. Sand Spit2. Shed SkinSand Veil (hidden ability),120,50,179,Medium Fast,"50% male, 50% female",72,107,125,65,70,71
Cramorant,Flying Water,Gulp Pokémon,0.8,18,1. Gulp Missile,45,50,166,Medium Fast,"50% male, 50% female",70,85,55,85,95,85
Arrokuda,Water,Rush Pokémon,0.5,1,1. Swift SwimPropeller Tail (hidden ability),255,50,56,Slow,"50% male, 50% female",41,63,40,40,30,66
Barraskewda,Water,Skewer Pokémon,1.3,30,1. Swift SwimPropeller Tail (hidden ability),60,50,172,Slow,"50% male, 50% female",61,123,60,60,50,136
Toxel,Electric Poison,Baby Pokémon,0.4,11,1. Rattled2. StaticKlutz (hidden ability),75,50,48,Medium Slow,"50% male, 50% female",40,38,35,54,35,40
Toxtricity,Electric Poison,Punk Pokémon,1.6,40,Punk Rock Minus Technician,45,50,176,Medium Slow,"50% male, 50% female",75,98,70,114,70,75
Sizzlipede,Fire Bug,Radiator Pokémon,0.7,1,1. Flash Fire2. White SmokeFlame Body (hidden ability),190,50,61,Medium Fast,"50% male, 50% female",50,65,45,50,50,45
Centiskorch,Fire Bug,Radiator Pokémon,3,120,1. Flash Fire2. White SmokeFlame Body (hidden ability),75,50,184,Medium Fast,"50% male, 50% female",100,115,65,90,90,65
Clobbopus,Fighting,Tantrum Pokémon,0.6,4,1. LimberTechnician (hidden ability),180,50,62,Medium Slow,"50% male, 50% female",50,68,60,50,50,32
Grapploct,Fighting,Tantrum Pokémon,1.6,39,1. LimberTechnician (hidden ability),45,50,168,Medium Slow,"50% male, 50% female",80,118,90,70,80,42
Sinistea,Ghost,Black Tea Pokémon,0.1,0.2,1. Weak ArmorCursed Body (hidden ability),120,50,62,Medium Fast,Genderless,40,45,45,74,54,50
Polteageist,Ghost,Black Tea Pokémon,0.2,0.4,1. Weak ArmorCursed Body (hidden ability),60,50,178,Medium Fast,Genderless,60,65,65,134,114,70
Hatenna,Psychic,Calm Pokémon,0.4,3.4,1. Healer2. AnticipationMagic Bounce (hidden ability),235,50,53,Slow,"0% male, 100% female",42,30,45,56,53,39
Hattrem,Psychic,Serene Pokémon,0.6,4.8,1. Healer2. AnticipationMagic Bounce (hidden ability),120,50,130,Slow,"0% male, 100% female",57,40,65,86,73,49
Hatterene,Psychic Fairy,Silent Pokémon,2.1,5.1,1. Healer2. AnticipationMagic Bounce (hidden ability),45,50,255,Slow,"0% male, 100% female",57,90,95,136,103,29
Impidimp,Dark Fairy,Wily Pokémon,0.4,5.5,1. Prankster2. FriskPickpocket (hidden ability),255,50,53,Medium Fast,"100% male, 0% female",45,45,30,55,40,50
Morgrem,Dark Fairy,Devious Pokémon,0.8,12.5,1. Prankster2. FriskPickpocket (hidden ability),120,50,130,Medium Fast,"100% male, 0% female",65,60,45,75,55,70
Grimmsnarl,Dark Fairy,Bulk Up Pokémon,1.5,61,1. Prankster2. FriskPickpocket (hidden ability),45,50,255,Medium Fast,"100% male, 0% female",95,120,65,95,75,60
Obstagoon,Dark Normal,Blocking Pokémon,1.6,46,1. Reckless2. GutsDefiant (hidden ability),45,50,260,Medium Fast,"50% male, 50% female",93,90,101,60,81,95
Perrserker,Steel,Viking Pokémon,0.8,28,1. Battle Armor2. Tough ClawsSteely Spirit (hidden ability),90,50,154,Medium Fast,"50% male, 50% female",70,110,100,50,60,50
Cursola,Ghost,Coral Pokémon,1,0.4,1. Weak ArmorPerish Body (hidden ability),30,50,179,Fast,"25% male, 75% female",60,95,50,145,130,30
Runerigus,Ground Ghost,Grudge Pokémon,1.6,66.6,1. Wandering Spirit,90,50,169,Medium Fast,"50% male, 50% female",58,95,145,50,105,30
Milcery,Fairy,Cream Pokémon,0.2,0.3,1. Sweet VeilAroma Veil (hidden ability),200,50,54,Medium Fast,"0% male, 100% female",45,40,40,50,61,34
Alcremie,Fairy,Cream Pokémon,0.3,0.5,1. Sweet VeilAroma Veil (hidden ability),100,50,173,Medium Fast,"0% male, 100% female",65,60,75,110,121,64
Falinks,Fighting,Formation Pokémon,3,62,1. Battle ArmorDefiant (hidden ability),45,50,165,Medium Fast,Genderless,65,100,100,70,60,75
Pincurchin,Electric,Sea Urchin Pokémon,0.3,1,1. Lightning RodElectric Surge (hidden ability),75,50,152,Medium Fast,"50% male, 50% female",48,101,95,91,85,15
Snom,Ice Bug,Worm Pokémon,0.3,3.8,1. Shield DustIce Scales (hidden ability),190,50,37,Medium Fast,"50% male, 50% female",30,25,35,45,30,20
Frosmoth,Ice Bug,Frost Moth Pokémon,1.3,42,1. Shield DustIce Scales (hidden ability),75,50,166,Medium Fast,"50% male, 50% female",70,65,60,125,90,65
Stonjourner,Rock,Big Rock Pokémon,2.5,520,1. Power Spot,60,50,165,Slow,"50% male, 50% female",100,125,135,20,20,70
Eiscue,Ice,Penguin Pokémon,1.4,89,Ice Face,60,50,165,Slow,"50% male, 50% female",75,80,70,65,50,130
Indeedee,Psychic Normal,Emotion Pokémon,0.9,28,Own Tempo Synchronize Psychic Surge,30,140,166,Fast,"0% male, 100% female",70,55,65,95,105,85
Morpeko,Electric Dark,Two-Sided Pokémon,0.3,3,Hunger Switch,180,50,153,Medium Fast,"50% male, 50% female",58,95,58,70,58,97
Cufant,Steel,Copperderm Pokémon,1.2,100,1. Sheer ForceHeavy Metal (hidden ability),190,50,66,Medium Fast,"50% male, 50% female",72,80,49,40,49,40
Copperajah,Steel,Copperderm Pokémon,3,650,1. Sheer ForceHeavy Metal (hidden ability),90,50,175,Medium Fast,"50% male, 50% female",122,130,69,80,69,30
Dracozolt,Electric Dragon,Fossil Pokémon,1.8,190,1. Volt Absorb2. HustleSand Rush (hidden ability),45,50,177,Slow,Genderless,90,100,90,80,70,75
Arctozolt,Electric Ice,Fossil Pokémon,2.3,150,1. Volt Absorb2. StaticSlush Rush (hidden ability),45,50,177,Slow,Genderless,90,100,90,90,80,55
Dracovish,Water Dragon,Fossil Pokémon,2.3,215,1. Water Absorb2. Strong JawSand Rush (hidden ability),45,50,177,Slow,Genderless,90,90,100,70,80,75
Arctovish,Water Ice,Fossil Pokémon,2,175,1. Water Absorb2. Ice BodySlush Rush (hidden ability),45,50,177,Slow,Genderless,90,90,100,80,90,55
Duraludon,Steel Dragon,Alloy Pokémon,1.8,40,1. Light Metal2. Heavy MetalStalwart (hidden ability),45,50,187,Medium Fast,"50% male, 50% female",70,95,115,120,50,85
Dreepy,Dragon Ghost,Lingering Pokémon,0.5,2,1. Clear Body2. InfiltratorCursed Body (hidden ability),45,50,54,Slow,"50% male, 50% female",28,60,30,40,30,82
Drakloak,Dragon Ghost,Caretaker Pokémon,1.4,11,1. Clear Body2. InfiltratorCursed Body (hidden ability),45,50,144,Slow,"50% male, 50% female",68,80,50,60,50,102
Dragapult,Dragon Ghost,Stealth Pokémon,3,50,1. Clear Body2. InfiltratorCursed Body (hidden ability),45,50,300,Slow,"50% male, 50% female",88,120,75,100,75,142
Zacian,Fairy Steel,Warrior Pokémon,2.8,355,Intrepid Sword,10,0,350,Slow,Genderless,92,150,115,80,115,148
Zamazenta,Fighting Steel,Warrior Pokémon,2.9,785,Dauntless Shield,10,0,350,Slow,Genderless,92,120,140,80,140,128
Eternatus,Poison Dragon,Gigantic Pokémon,100,950,Pressure,255,0,563,Slow,Genderless,255,115,250,125,250,130
Kubfu,Fighting,Wushu Pokémon,0.6,12,1. Inner Focus,3,50,77,Slow,"87.5% male, 12.5% female",60,90,60,53,50,72
Urshifu,Fighting Water,Wushu Pokémon,1.9,105,Unseen Fist,3,50,275,Slow,"87.5% male, 12.5% female",100,130,100,63,60,97
Zarude,Dark Grass,Rogue Monkey Pokémon,1.8,70,1. Leaf Guard,3,0,300,Slow,Genderless,105,120,105,70,95,105
Regieleki,Electric,Electron Pokémon,1.2,145,1. Transistor,3,35,290,Slow,Genderless,80,100,50,100,50,200
Regidrago,Dragon,Dragon Orb Pokémon,2.1,200,1. Dragon's Maw,3,35,290,Slow,Genderless,200,100,50,100,50,80
Glastrier,Ice,Wild Horse Pokémon,2.2,800,1. Chilling Neigh,3,35,290,Slow,Genderless,100,145,130,65,110,30
Spectrier,Ghost,Swift Horse Pokémon,2,44.5,1. Grim Neigh,3,35,290,Slow,Genderless,100,65,60,145,80,130
Calyrex,Psychic Ghost,High King Pokémon,2.4,53.6,As One,3,100,340,Slow,Genderless,100,85,80,165,100,150
Wyrdeer,Normal Psychic,Big Horn Pokémon,1.8,95.1,1. Intimidate2. FriskSap Sipper (hidden ability),45,50,263,Slow,"50% male, 50% female",103,105,72,105,75,65
Kleavor,Bug Rock,Axe Pokémon,1.8,89,1. Swarm2. Sheer ForceSharpness (hidden ability),15,50,175,Medium Fast,"50% male, 50% female",70,135,95,45,70,85
Ursaluna,Ground Normal,Peat Pokémon,2.7,333,Mind's Eye,5,50,275,Medium Fast,"100% male, 0% female",113,70,120,135,65,52
Basculegion,Water Ghost,Big Fish Pokémon,3,110,Swift Swim Adaptability Mold Breaker,45,50,265,Medium Fast,"0% male, 100% female",120,92,65,100,75,78
Sneasler,Fighting Poison,Free Climb Pokémon,1.3,43,1. Pressure2. UnburdenPoison Touch (hidden ability),20,50,102,Medium Slow,"50% male, 50% female",80,130,60,40,80,120
Overqwil,Dark Poison,Pin Cluster Pokémon,2.5,60.5,1. Poison Point2. Swift SwimIntimidate (hidden ability),45,50,179,Medium Fast,"50% male, 50% female",85,115,95,65,65,85
Enamorus,Fairy Flying,Love-Hate Pokémon,1.6,48,Overcoat,3,50,116,Slow,"0% male, 100% female",74,115,110,135,100,46
Sprigatito,Grass,Grass Cat Pokémon,0.4,4.1,1. OvergrowProtean (hidden ability),45,50,62,Medium Slow,"87.5% male, 12.5% female",40,61,54,45,45,65
Floragato,Grass,Grass Cat Pokémon,0.9,12.2,1. OvergrowProtean (hidden ability),45,50,144,Medium Slow,"87.5% male, 12.5% female",61,80,63,60,63,83
Meowscarada,Grass Dark,Magician Pokémon,1.5,31.2,1. OvergrowProtean (hidden ability),45,50,265,Medium Slow,"87.5% male, 12.5% female",76,110,70,81,70,123
Fuecoco,Fire,Fire Croc Pokémon,0.4,9.8,1. BlazeUnaware (hidden ability),45,50,62,Medium Slow,"87.5% male, 12.5% female",67,45,59,63,40,36
Crocalor,Fire,Fire Croc Pokémon,1,30.7,1. BlazeUnaware (hidden ability),45,50,144,Medium Slow,"87.5% male, 12.5% female",81,55,78,90,58,49
Skeledirge,Fire Ghost,Singer Pokémon,1.6,326.5,1. BlazeUnaware (hidden ability),45,50,265,Medium Slow,"87.5% male, 12.5% female",104,75,100,110,75,66
Quaxly,Water,Duckling Pokémon,0.5,6.1,1. TorrentMoxie (hidden ability),45,50,62,Medium Slow,"87.5% male, 12.5% female",55,65,45,50,45,50
Quaxwell,Water,Practicing Pokémon,1.2,21.5,1. TorrentMoxie (hidden ability),45,50,144,Medium Slow,"87.5% male, 12.5% female",70,85,65,65,60,65
Quaquaval,Water Fighting,Dancer Pokémon,1.8,61.9,1. TorrentMoxie (hidden ability),45,50,265,Medium Slow,"87.5% male, 12.5% female",85,120,80,85,75,85
Lechonk,Normal,Hog Pokémon,0.5,10.2,1. Aroma Veil2. GluttonyThick Fat (hidden ability),255,50,51,Medium Fast,"50% male, 50% female",54,45,40,35,45,35
Oinkologne,Normal,Hog Pokémon,1,120,Aroma Veil Gluttony Thick Fat,100,50,171,Medium Fast,"0% male, 100% female",115,90,70,59,90,65
Tarountula,Bug,String Ball Pokémon,0.3,4,1. InsomniaStakeout (hidden ability),255,50,42,Erratic,"50% male, 50% female",35,41,45,29,40,20
Spidops,Bug,Trap Pokémon,1,16.5,1. InsomniaStakeout (hidden ability),120,50,141,Erratic,"50% male, 50% female",60,79,92,52,86,35
Nymble,Bug,Grasshopper Pokémon,0.2,1,1. SwarmTinted Lens (hidden ability),190,20,42,Medium Fast,"50% male, 50% female",33,46,40,21,25,45
Lokix,Bug Dark,Grasshopper Pokémon,1,17.5,1. SwarmTinted Lens (hidden ability),30,0,158,Medium Fast,"50% male, 50% female",71,102,78,52,55,92
Pawmi,Electric,Mouse Pokémon,0.3,2.5,1. Static2. Natural CureIron Fist (hidden ability),190,50,48,Medium Fast,"50% male, 50% female",45,50,20,40,25,60
Pawmo,Electric Fighting,Mouse Pokémon,0.4,6.5,1. Volt Absorb2. Natural CureIron Fist (hidden ability),80,50,123,Medium Fast,"50% male, 50% female",60,75,40,50,40,85
Pawmot,Electric Fighting,Hands-On Pokémon,0.9,41,1. Volt Absorb2. Natural CureIron Fist (hidden ability),45,50,245,Medium Fast,"50% male, 50% female",70,115,70,70,60,105
Tandemaus,Normal,Couple Pokémon,0.3,1.8,1. Run Away2. PickupOwn Tempo (hidden ability),150,50,61,Fast,Genderless,50,50,45,40,45,75
Maushold,Normal,Family Pokémon,0.3,2.3,Friend Guard Cheek Pouch Technician,75,50,165,Fast,Genderless,74,75,70,65,75,111
Fidough,Fairy,Puppy Pokémon,0.3,10.9,1. Own TempoKlutz (hidden ability),190,50,62,Medium Slow,"50% male, 50% female",37,55,70,30,55,65
Dachsbun,Fairy,Dog Pokémon,0.5,14.9,1. Well-Baked BodyAroma Veil (hidden ability),90,50,167,Medium Slow,"50% male, 50% female",57,80,115,50,80,95
Smoliv,Grass Normal,Olive Pokémon,0.3,6.5,1. Early BirdHarvest (hidden ability),255,50,52,Medium Slow,"50% male, 50% female",41,35,45,58,51,30
Dolliv,Grass Normal,Olive Pokémon,0.6,11.9,1. Early BirdHarvest (hidden ability),120,50,124,Medium Slow,"50% male, 50% female",52,53,60,78,78,33
Arboliva,Grass Normal,Olive Pokémon,1.4,48.2,1. Seed SowerHarvest (hidden ability),45,50,255,Medium Slow,"50% male, 50% female",78,69,90,125,109,39
Squawkabilly,Normal Flying,Parrot Pokémon,0.6,2.4,Intimidate Hustle Sheer Force,190,50,146,Erratic,"50% male, 50% female",82,96,51,45,51,92
Nacli,Rock,Rock Salt Pokémon,0.4,16,1. Purifying Salt2. SturdyClear Body (hidden ability),255,50,56,Medium Slow,"50% male, 50% female",55,55,75,35,35,25
Naclstack,Rock,Rock Salt Pokémon,0.6,105,1. Purifying Salt2. SturdyClear Body (hidden ability),120,50,124,Medium Slow,"50% male, 50% female",60,60,100,35,65,35
Garganacl,Rock,Rock Salt Pokémon,2.3,240,1. Purifying Salt2. SturdyClear Body (hidden ability),45,50,250,Medium Slow,"50% male, 50% female",100,100,130,45,90,35
Charcadet,Fire,Fire Child Pokémon,0.6,10.5,1. Flash FireFlame Body (hidden ability),90,50,51,Slow,"50% male, 50% female",40,50,40,50,40,35
Armarouge,Fire Psychic,Fire Warrior Pokémon,1.5,85,1. Flash FireWeak Armor (hidden ability),25,20,263,Slow,"50% male, 50% female",85,60,100,125,80,75
Ceruledge,Fire Ghost,Fire Blades Pokémon,1.6,62,1. Flash FireWeak Armor (hidden ability),25,20,263,Slow,"50% male, 50% female",75,125,80,60,100,85
Tadbulb,Electric,EleTadpole Pokémon,0.3,0.4,1. Own Tempo2. StaticDamp (hidden ability),190,50,54,Medium Fast,"50% male, 50% female",61,31,41,59,35,45
Bellibolt,Electric,EleFrog Pokémon,1.2,113,1. Electromorphosis2. StaticDamp (hidden ability),50,50,173,Medium Fast,"50% male, 50% female",109,64,91,103,83,45
Wattrel,Electric Flying,Storm Petrel Pokémon,0.4,3.6,1. Wind Power2. Volt AbsorbCompetitive (hidden ability),180,50,56,Medium Slow,"50% male, 50% female",40,40,35,55,40,70
Kilowattrel,Electric Flying,Frigatebird Pokémon,1.4,38.6,1. Wind Power2. Volt AbsorbCompetitive (hidden ability),90,50,172,Medium Slow,"50% male, 50% female",70,70,60,105,60,125
Maschiff,Dark,Rascal Pokémon,0.5,16,1. Intimidate2. Run AwayStakeout (hidden ability),150,50,68,Medium Slow,"50% male, 50% female",60,78,60,40,51,51
Mabosstiff,Dark,Boss Pokémon,1.1,61,1. Intimidate2. Guard DogStakeout (hidden ability),75,50,177,Medium Slow,"50% male, 50% female",80,120,90,60,70,85
Shroodle,Poison Normal,Toxic Mouse Pokémon,0.2,0.7,1. Unburden2. PickpocketPrankster (hidden ability),190,50,58,Medium Slow,"50% male, 50% female",40,65,35,40,35,75
Grafaiai,Poison Normal,Toxic Monkey Pokémon,0.7,27.2,1. Unburden2. Poison TouchPrankster (hidden ability),90,50,170,Medium Slow,"50% male, 50% female",63,95,65,80,72,110
Bramblin,Grass Ghost,Tumbleweed Pokémon,0.6,0.6,1. Wind RiderInfiltrator (hidden ability),190,50,55,Medium Fast,"50% male, 50% female",40,65,30,45,35,60
Brambleghast,Grass Ghost,Tumbleweed Pokémon,1.2,6,1. Wind RiderInfiltrator (hidden ability),45,50,168,Medium Fast,"50% male, 50% female",55,115,70,80,70,90
Toedscool,Ground Grass,Woodear Pokémon,0.9,33,1. Mycelium Might,190,50,67,Medium Slow,"50% male, 50% female",40,40,35,50,100,70
Toedscruel,Ground Grass,Woodear Pokémon,1.9,58,1. Mycelium Might,90,50,180,Medium Slow,"50% male, 50% female",80,70,65,80,120,100
Klawf,Rock,Ambush Pokémon,1.3,79,1. Anger Shell2. Shell ArmorRegenerator (hidden ability),120,50,158,Medium Fast,"50% male, 50% female",70,100,115,35,55,75
Capsakid,Grass,Spicy Pepper Pokémon,0.3,3,1. Chlorophyll2. InsomniaKlutz (hidden ability),190,50,61,Medium Fast,"50% male, 50% female",50,62,40,62,40,50
Scovillain,Grass Fire,Spicy Pepper Pokémon,0.9,15,1. Chlorophyll2. InsomniaMoody (hidden ability),75,50,170,Medium Fast,"50% male, 50% female",65,108,65,108,65,75
Rellor,Bug,Rolling Pokémon,0.2,1,1. Compound EyesShed Skin (hidden ability),190,50,54,Fast,"50% male, 50% female",41,50,60,31,58,30
Rabsca,Bug Psychic,Rolling Pokémon,0.3,3.5,1. SynchronizeTelepathy (hidden ability),45,50,165,Fast,"50% male, 50% female",75,50,85,115,100,45
Flittle,Psychic,Frill Pokémon,0.2,1.5,1. Anticipation2. FriskSpeed Boost (hidden ability),120,50,51,Medium Slow,"50% male, 50% female",30,35,30,55,30,75
Espathra,Psychic,Ostrich Pokémon,1.9,90,1. Opportunist2. FriskSpeed Boost (hidden ability),60,50,168,Medium Slow,"50% male, 50% female",95,60,60,101,60,105
Tinkatink,Fairy Steel,Metalsmith Pokémon,0.4,8.9,1. Mold Breaker2. Own TempoPickpocket (hidden ability),190,50,59,Medium Slow,"0% male, 100% female",50,45,45,35,64,58
Tinkatuff,Fairy Steel,Hammer Pokémon,0.7,59.1,1. Mold Breaker2. Own TempoPickpocket (hidden ability),90,50,133,Medium Slow,"0% male, 100% female",65,55,55,45,82,78
Tinkaton,Fairy Steel,Hammer Pokémon,0.7,112.8,1. Mold Breaker2. Own TempoPickpocket (hidden ability),45,50,253,Medium Slow,"0% male, 100% female",85,75,77,70,105,94
Wiglett,Water,Garden Eel Pokémon,1.2,1.8,1. Gooey2. RattledSand Veil (hidden ability),255,50,49,Medium Fast,"50% male, 50% female",10,55,25,35,25,95
Wugtrio,Water,Garden Eel Pokémon,1.2,5.4,1. Gooey2. RattledSand Veil (hidden ability),50,50,149,Medium Fast,"50% male, 50% female",35,100,50,50,70,120
Bombirdier,Flying Dark,Item Drop Pokémon,1.5,42.9,1. Big Pecks2. Keen EyeRocky Payload (hidden ability),25,50,243,Slow,"50% male, 50% female",70,103,85,60,85,82
Finizen,Water,Dolphin Pokémon,1.3,60.2,1. Water Veil,200,50,63,Slow,"50% male, 50% female",70,45,40,45,40,75
Palafin,Water,Hero Pokémon,1.8,97.4,Zero to Hero,45,50,228,Slow,"50% male, 50% female",100,160,97,106,87,100
Varoom,Steel Poison,Single-Cyl Pokémon,1,35,1. OvercoatSlow Start (hidden ability),190,50,60,Medium Fast,"50% male, 50% female",45,70,63,30,45,47
Revavroom,Steel Poison,Multi-Cyl Pokémon,1.8,120,1. OvercoatFilter (hidden ability),75,50,175,Medium Fast,"50% male, 50% female",80,119,90,54,67,90
Cyclizar,Dragon Normal,Mount Pokémon,1.6,63,1. Shed SkinRegenerator (hidden ability),190,50,175,Medium Slow,"50% male, 50% female",70,95,65,85,65,121
Orthworm,Steel,Earthworm Pokémon,2.5,310,1. Earth EaterSand Veil (hidden ability),25,50,240,Slow,"50% male, 50% female",70,85,145,60,55,65
Glimmet,Rock Poison,Ore Pokémon,0.7,8,1. Toxic DebrisCorrosion (hidden ability),70,50,70,Medium Slow,"50% male, 50% female",48,35,42,105,60,60
Glimmora,Rock Poison,Ore Pokémon,1.5,45,1. Toxic DebrisCorrosion (hidden ability),25,50,184,Medium Slow,"50% male, 50% female",83,55,90,130,81,86
Greavard,Ghost,Ghost Dog Pokémon,0.6,35,1. PickupFluffy (hidden ability),120,50,58,Medium Slow,"50% male, 50% female",50,61,60,30,55,34
Houndstone,Ghost,Ghost Dog Pokémon,2,15,1. Sand RushFluffy (hidden ability),60,50,171,Medium Slow,"50% male, 50% female",72,101,100,50,97,68
Flamigo,Flying Fighting,Synchronize Pokémon,1.6,37,1. Scrappy2. Tangled FeetCostar (hidden ability),100,50,175,Medium Slow,"50% male, 50% female",82,115,74,75,64,90
Cetoddle,Ice,Terra Whale Pokémon,1.2,45,1. Thick Fat2. Snow CloakSheer Force (hidden ability),150,50,67,Medium Slow,"50% male, 50% female",108,68,45,30,40,43
Cetitan,Ice,Terra Whale Pokémon,4.5,700,1. Thick Fat2. Slush RushSheer Force (hidden ability),50,50,182,Medium Slow,"50% male, 50% female",170,113,65,45,55,73
Veluza,Water Psychic,Jettison Pokémon,2.5,90,1. Mold BreakerSharpness (hidden ability),100,50,167,Fast,"50% male, 50% female",90,102,73,78,65,70
Dondozo,Water,Big Catfish Pokémon,12,220,1. Unaware2. ObliviousWater Veil (hidden ability),25,50,265,Slow,"50% male, 50% female",150,100,115,65,65,35
Tatsugiri,Dragon Water,Mimicry Pokémon,0.3,8,Commander,100,50,166,Medium Slow,"50% male, 50% female",68,50,60,120,95,82
Annihilape,Fighting Ghost,Rage Monkey Pokémon,1.2,56,1. Vital Spirit2. Inner FocusDefiant (hidden ability),45,50,268,Medium Fast,"50% male, 50% female",110,115,80,50,90,90
Clodsire,Poison Ground,Spiny Fish Pokémon,1.8,223,1. Poison Point2. Water AbsorbUnaware (hidden ability),90,50,151,Medium Fast,"50% male, 50% female",130,75,60,45,100,20
Farigiraf,Normal Psychic,Long Neck Pokémon,3.2,160,1. Cud Chew2. Armor TailSap Sipper (hidden ability),45,50,260,Medium Fast,"50% male, 50% female",120,90,70,110,70,60
Dudunsparce,Normal,Land Snake Pokémon,4.5,47.4,Serene Grace Run Away Rattled,45,50,182,Medium Fast,"50% male, 50% female",125,100,80,85,75,55
Kingambit,Dark Steel,Big Blade Pokémon,2,120,1. Defiant2. Supreme OverlordPressure (hidden ability),25,50,275,Medium Fast,"50% male, 50% female",100,135,120,60,85,50
Great Tusk,Ground Fighting,Paradox Pokémon,2.2,320,1. Protosynthesis,30,0,285,Slow,Genderless,115,131,131,53,53,87
Scream Tail,Fairy Psychic,Paradox Pokémon,1.2,8,1. Protosynthesis,50,0,285,Slow,Genderless,115,65,99,65,115,111
Brute Bonnet,Grass Dark,Paradox Pokémon,1.2,21,1. Protosynthesis,50,0,285,Slow,Genderless,111,127,99,79,99,55
Flutter Mane,Ghost Fairy,Paradox Pokémon,1.4,4,1. Protosynthesis,30,0,285,Slow,Genderless,55,55,55,135,135,135
Slither Wing,Bug Fighting,Paradox Pokémon,3.2,92,1. Protosynthesis,30,0,285,Slow,Genderless,85,135,79,85,105,81
Sandy Shocks,Electric Ground,Paradox Pokémon,2.3,60,1. Protosynthesis,30,0,285,Slow,Genderless,85,81,97,121,85,101
Iron Treads,Ground Steel,Paradox Pokémon,0.9,240,1. Quark Drive,30,0,285,Slow,Genderless,90,112,120,72,70,106
Iron Bundle,Ice Water,Paradox Pokémon,0.6,11,1. Quark Drive,50,0,285,Slow,Genderless,56,80,114,124,60,136
Iron Hands,Fighting Electric,Paradox Pokémon,1.8,380.7,1. Quark Drive,50,0,285,Slow,Genderless,154,140,108,50,68,50
Iron Jugulis,Dark Flying,Paradox Pokémon,1.3,111,1. Quark Drive,30,0,285,Slow,Genderless,94,80,86,122,80,108
Iron Moth,Fire Poison,Paradox Pokémon,1.2,36,1. Quark Drive,30,0,285,Slow,Genderless,80,70,60,140,110,110
Iron Thorns,Rock Electric,Paradox Pokémon,1.6,303,1. Quark Drive,30,0,285,Slow,Genderless,100,134,110,70,84,72
Frigibax,Dragon Ice,Ice Fin Pokémon,0.5,17,1. Thermal ExchangeIce Body (hidden ability),45,50,64,Slow,"50% male, 50% female",65,75,45,35,45,55
Arctibax,Dragon Ice,Ice Fin Pokémon,0.8,30,1. Thermal ExchangeIce Body (hidden ability),25,50,148,Slow,"50% male, 50% female",90,95,66,45,65,62
Baxcalibur,Dragon Ice,Ice Dragon Pokémon,2.1,210,1. Thermal ExchangeIce Body (hidden ability),10,50,300,Slow,"50% male, 50% female",115,145,92,75,86,87
Gimmighoul,Ghost,Coin Hunter Pokémon,0.1,0.1,Run Away,45,50,60,Slow,Genderless,45,30,25,75,45,80
Gholdengo,Steel Ghost,Coin Entity Pokémon,1.2,30,1. Good as Gold,45,50,275,Slow,Genderless,87,60,95,133,91,84
Wo-Chien,Dark Grass,Ruinous Pokémon,1.5,74.2,1. Tablets of Ruin,6,0,285,Slow,Genderless,85,85,100,95,135,70
Chien-Pao,Dark Ice,Ruinous Pokémon,1.9,152.2,1. Sword of Ruin,6,0,285,Slow,Genderless,80,120,80,90,65,135
Ting-Lu,Dark Ground,Ruinous Pokémon,2.7,699.7,1. Vessel of Ruin,6,0,285,Slow,Genderless,155,110,125,55,80,45
Chi-Yu,Dark Fire,Ruinous Pokémon,0.4,4.9,1. Beads of Ruin,6,0,285,Slow,Genderless,55,80,80,135,120,100
Roaring Moon,Dragon Dark,Paradox Pokémon,2,380,1. Protosynthesis,10,0,295,Slow,Genderless,105,139,71,55,101,119
Iron Valiant,Fairy Fighting,Paradox Pokémon,1.4,35,1. Quark Drive,10,0,295,Slow,Genderless,74,130,90,120,60,116
Koraidon,Fighting Dragon,Paradox Pokémon,2.5,303,1. Orichalcum Pulse,3,0,335,Slow,Genderless,100,135,115,85,100,135
Miraidon,Electric Dragon,Paradox Pokémon,3.5,240,1. Hadron Engine,3,0,335,Slow,Genderless,100,85,100,135,115,135
Walking Wake,Water Dragon,Paradox Pokémon,3.5,280,1. Protosynthesis,5,0,0,Slow,Genderless,99,83,91,125,83,109
Iron Leaves,Grass Psychic,Paradox Pokémon,1.5,125,1. Quark Drive,5,0,0,Slow,Genderless,90,130,88,70,108,104
Dipplin,Grass Dragon,Candy Apple Pokémon,0.4,4.4,1. Supersweet Syrup2. GluttonySticky Hold (hidden ability),45,0,0,Erratic,"50% male, 50% female",80,80,110,95,80,40
Poltchageist,Grass Ghost,Matcha Pokémon,0.1,1.1,1. HospitalityHeatproof (hidden ability),120,0,0,Medium Fast,Genderless,40,45,45,74,54,50
Sinistcha,Grass Ghost,Matcha Pokémon,0.2,2.2,1. HospitalityHeatproof (hidden ability),60,0,0,Medium Fast,Genderless,71,60,106,121,80,70
Okidogi,Poison Fighting,Retainer Pokémon,1.8,92,1. Toxic ChainGuard Dog (hidden ability),3,0,0,Slow,"100% male, 0% female",88,128,115,58,86,80
Munkidori,Poison Psychic,Retainer Pokémon,1,12.2,1. Toxic ChainFrisk (hidden ability),3,0,0,Slow,"100% male, 0% female",88,75,66,130,90,106
